BusinessName,Address,Suite,City,State,Zip,BusinessType,OwnerName,X,Y,Location
COURTYARD BY MARRIOTT IMB-[H/P],124 ST CHARLES AVE,,NEW ORLEANS,LA,70130-2506,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,COURTYARD MANAGEMENT COR,3681046.195,530381.527,"(29.9523790378898, -90.0695429222497)"
SUITE JAZZ ON FRENCHMEN,628 FRENCHMEN ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,SYLVIA PATTERSON & JASON PATTERSON,3684690.572,534704.1037,"(29.9641536154133, -90.0578837462014)"
FAIRCHILD HOUSE,1518 PRYTANIA ST,,NEW ORLEANS,LA,70130-4416,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,VIATRIX INC,3679597.529,525065.1306,"(29.937804575385, -90.0743015931494)"
HILTON GARDEN INN FQ/CBD,821 GRAVIER ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,NEW ORLEANS CBD HOTEL OPERATOR,3680309.651,530352.319,"(29.9523210422171, -90.0718696042826)"
MARIGNY MANOR HOUSE,2125 N RAMPART ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,"A BADILLO, LLC",3684822.063,535959.1045,"(29.9676004082426, -90.0574243778576)"
THE TROUBADOUR,1111 GRAVIER ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"SLUMBER CORNERS MASTER TENANT,LLC",3679519.891,530682.3934,"(29.9532525192454, -90.0743518502541)"
FRENCH MARKET INN,501 DECATUR ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,501 RUE DECATUR LLC.,3682698.617,531451.4556,"(29.9552707615668, -90.0642879211091)"
SUN OAK MUSEUM AND GUEST HOUSE,2020 BURGUNDY ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,SUN OAK MUSEUM AND GUEST HOUSE,3684488.377,535509.6854,"(29.9663748738259, -90.0584939546251)"
MASON MOTEL INC,2309 S CLAIBORNE AVE,,NEW ORLEANS,LA,70125,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"HUANG, AMY",3674244.977,527548.9055,"(29.9447947734847, -90.0911150452678)"
RATHB0NE MANSIONS,1244 ESPLANADE AVE,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"BELLE MANSIONS, LLC",3682206.408,535755.6441,"(29.9671207886867, -90.0656917759325)"
HOMEWOOD SUITES - NEW ORLEANS,901 POYDRAS ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"APPLE SEVEN HOSPITALITY MANAGEMENT, INC",3679896.884,529657.3204,"(29.9504225182386, -90.0731970658559)"
HOTEL PROVINCIAL,1024 CHARTRES ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"HOTEL PROVINCIAL, LLC",3683737.818,533184.2191,"(29.9600035811516, -90.0609457518802)"
WINDSOR COURT HOTEL,300 GRAVIER ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,WINDSOR COURT HOTEL PARTNERS LLC,3682094.218,529453.2776,"(29.9497948404032, -90.0662661592716)"
QUALITY INN MAISON ST CHARLES,1319 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,QUALITY INN MAISON ST CHARLES,3679374.238,525919.7479,"(29.9401612343594, -90.0749769130156)"
HOTEL ROYAL,1006 ROYAL ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,FRENCH QUARTER HOTEL COLLECTION LLC,3683285.84,533377.9724,"(29.9605501291591, -90.0623662120733)"
OLIVIER HOUSE HOTEL,828 TOULOUSE ST,,NEW ORLEANS,LA,70112-3422,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"DANNER, JAMES",3681761.757,532463.4434,"(29.9580818814019, -90.067210870741)"
INDIA HOUSE BACKPACKERS HOTEL,124 S LOPEZ ST,,NEW ORLEANS,LA,70119-6214,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"SADDINGTON, MARK",3673800.058,535992.5013,"(29.968025104864, -90.0922310379987)"
HOTEL ST MARIE,827 TOULOUSE ST,,NEW ORLEANS,LA,70112-3421,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"HOTEL MANAGEMENT OF NEW ORLEANS, LLC",3681906.183,532581.968,"(29.9584033948198, -90.0667506755799)"
BOUGAINVILLEA HOUSE,924 GOVERNOR NICHOLLS ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,GREGORY & PATRICIA KAHN,3682905.377,534461.122,"(29.9635400175289, -90.0635297324136)"
COLUMNS HOTEL,3811 ST CHARLES AVE,,NEW ORLEANS,LA,70115,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"THE COLUMNS HOTE, INC",3672720.058,521198.4979,"(29.9273785825005, -90.0961461681236)"
BEST WEST ST CHRIS HOTEL,114 MAGAZINE ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,114 MAGAZINE OPERATING COMPANY LLC,3681755.461,530010.9655,"(29.9513385898562, -90.0673163147529)"
ST CHARLES GUEST HOUSE,1748 PRYTANIA ST,,NEW ORLEANS,LA,70130,4703 - BED & BREAKFAST INNS,"ST CHARLES GUEST HOUSE, INC",3679128.737,524362.5163,"(29.935886773333, -90.0758059515547)"
DOUBLE TREE BY HILTON NEW ORLEANS,300 CANAL ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"W-S NOLA HOTEL HOLDING VII,LLC",3682143.728,529836.7057,"(29.9508476328934, -90.0660964437057)"
HOLIDAY INN DTN SUPERDOME HTM,330 LOYOLA AVE,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,CIVIC SITE DVMENT CO INC,3679294.583,530648.0554,"(29.9531649061825, -90.0750644675439)"
905 ROYAL HOTEL,905 ROYAL ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,905 ROYAL HOTEL,3683024.791,533123.2825,"(29.9598577782522, -90.0631994674944)"
MARQUETTE HOUSE HOTEL,2253 CARONDELET ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,MARQUETTE HOUSE HOTEL,3676973.573,523798.7613,"(29.934401491949, -90.0826292798969)"
LAMOTHE HOUSE,621 ESPLANADE AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"KFK AQUISITION , LLC",3684236.555,534348.3404,"(29.9631892770117, -90.0593299801524)"
HILTON NEW ORLEANS/ ST CHARLES AVENUE,333 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"SUNSTONE ST. CHARLES LESSEE, INC",3680784.357,529767.3411,"(29.9506981717411, -90.0703910598948)"
OMNI RIVERFRONT HOTEL,701 CONVENTION CENTER BLVD,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"RIVERFRONT LODGING, LLC",3682549.269,527937.0794,"(29.945611962483, -90.0648823536018)"
ST. PHILIP FRENCH QUARTER APARTMENTS,612 ST PHILIP ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,GOTHAM ST. PHILIP PROPERTIES,3683391.227,533161.4268,"(29.9599514881259, -90.0620410103638)"
HOMEWOOD SUITES NEW ORLEANS FRENCH QUARTER,317 N RAMPART ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"RAMPART MIXED-USE COMPLEX,LLC",3680452.289,532274.0868,"(29.9576009355358, -90.0713523886403)"
W FRENCH QUARTER HOTEL,316 CHARTRES ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,CHSP TRS FRENCH QUARTER LLC,3682048.775,531162.1234,"(29.9544949700263, -90.0663499824243)"
HOTEL INDIGO- MAIN,2203 ST CHARLES AVE,500,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"INTERSTATE MGMT CO, LLC",3677495.316,523719.5034,"(29.9341678890235, -90.0809848850771)"
"DELTA PROFICIENT MANAGEMENT, LLC",201 BARONNE ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,BARONNE PLAZA HOTEL,3680155.789,530664.5818,"(29.9531843163535, -90.0723445776528)"
MARIGNY JEWEL,2466 BURGUNDY ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,RONALD CHEE-AWAI,3686393.27,535663.1784,"(29.966738514146, -90.052472926262)"
BLUEGREEN RESORTS MANAGEMENT,115 DECATUR ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,BLUEGREEN RESORTS MANAGEMENT INC,3681895.304,530392.6421,"(29.9523838222829, -90.0668614404316)"
BLAKE HOTEL NEW ORLEANS,500 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"JM HOTELS, LLC",3680716.767,529174.7377,"(29.9490707599578, -90.0706250944808)"
ST. LOUIS HOTEL,730 BIENVILLE ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"730 RUE BIENVILLE, LLC",3681443.588,531377.7004,"(29.9551061198496, -90.0682534091731)"
STAY ALFRED,822 PERDIDO ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"STAY ALFRED,INC",3680216.609,529806.2567,"(29.9508223709029, -90.0721823664217)"
THE GREEN HOUSE INN,1212 MAGAZINE ST,,NEW ORLEANS,LA,70130,4703 - BED & BREAKFAST INNS,"GREEN HOUSE INN, LLC",3680644.318,525483.6427,"(29.9389236767493, -90.0709822418899)"
BOURGOYNE GUEST HOUSE,839 BOURBON ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,STANLEY TYBURSKI,3682661.279,533234.7891,"(29.9601754577615, -90.064343458286)"
MARGARET PLACE,1133 MARGARET PL,,NEW ORLEANS,LA,70130,4703 - BED & BREAKFAST INNS,MARGARET PLACE LLC,3680167.473,526167.5414,"(29.9408186072843, -90.0724639370304)"
NOPSI HOTEL,317 BARONNE ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,SALAMANDER NEW ORLEANS LLC,3680070.49,530264.5243,"(29.9520868739067, -90.0726278141096)"
MAISON ROYAL,2036 ROYAL ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,GRACIA O SIEGEL,3684508.019,534789.9979,"(29.9643953809491, -90.0584572138744)"
BISHOP'S BED BREAKFAST & BEYOND,7520 HAYNE BLVD,,NEW ORLEANS,LA,70126,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,CROCKETT REV. JOAN,3700186.99,561994.6708,"(30.0387090828358, -90.0079508672611)"
THE BEN LOUIE,3610 TULANE AVE,,NEW ORLEANS,LA,70119,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"BFLO PROPERTIES LLC BK ONE ASSOCIATES, LLC AND ABD",3670994.057,535309.8907,"(29.9662314258878, -90.1011156945354)"
THE PELHAM HOTEL,444 COMMON ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"PELMAN HOSPITALITY, LLC",3681787.725,529872.2716,"(29.9509562480917, -90.0672192807159)"
MARCELIN'S ON NAPOLEON,3110 NAPOLEON AVE,,NEW ORLEANS,LA,70125,4703 - BED & BREAKFAST INNS,MARCELIN BRISCO,3670171.348,526328.8949,"(29.9415609449304, -90.1040180789874)"
DAUZAT HOUSE,337 BURGUNDY ST,,NEW ORLEANS,LA,70112-3115,4702 - ROOMING & BOARDING HOUSES,"DAUZAT, DOROTHY M",3680971.867,532208.1285,"(29.9574038277462, -90.0697140121985)"
SULLY MANSION,2631 PRYTANIA ST,,NEW ORLEANS,LA,70130,4702 - ROOMING & BOARDING HOUSES,"GROUP 42, LLC",3676487.995,522350.7123,"(29.9304343942213, -90.0842120715491)"
PENELOPE'S BED & BREAKFAST,1211 GOVERNOR NICHOLLS ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,RANDOLPH PENELOPE,3682126.227,535194.6445,"(29.9655806714556, -90.0659645853347)"
B & W COURTYARDS BED & BREAKFAST,2425 CHARTRES ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,B & W COURTYARDS BED & BREAKFAST,3686130.227,534620.9387,"(29.9638807987302, -90.0533403827539)"
TESSIER HOUSE,1617 PENISTON ST,,NEW ORLEANS,LA,70115,4703 - BED & BREAKFAST INNS,GIBSON WALTER S,3672883.056,521265.559,"(29.9275581386221, -90.0956293366179)"
HAMPTON INN & SUITES - CONVENTION CENTER,1201 CONVENTION CENTER BLVD,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"BRE NOLA PROPERTY OWNER, LLC",3682617.326,525900.8458,"(29.9400109307209, -90.0647386517114)"
MAISON DE LAGNIAPPE,1021 KERLEREC ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,"MAISON DE LAGNIAPPE, LLC",3683275.949,535511.577,"(29.9664171101074, -90.0623227127793)"
WILLIAM PERASSO,2111 CHARTRES ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,WILLIAM  R PERASSO,3684843.328,534525.5004,"(29.9636578416207, -90.0574076344735)"
COUNTRY INN & SUITES NEW ORLEANS,315 MAGAZINE ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"URBAN MAGAZINE STREET HOTEL,LLC",3681573.819,529596.228,"(29.9502037186814, -90.067904314125)"
SUPER 8 MOTEL,6322 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126-5129,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,VENUS INVESTMENTS LLC,3698246.048,551387.311,"(30.0096044807327, -90.0144705809657)"
ALOFT NEW ORLEANS DOWNTOWN,225 BARONNE ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,225 BARONNE COMPLEX SUBTENANT,3680112.843,530444.841,"(29.9525814026875, -90.072487820335)"
THE RITZ CARLTON HOTEL CO LLC,921 CANAL ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,THE RITZ CARLTON HOTEL C,3680638.966,531414.5745,"(29.9552319133722, -90.0707928216254)"
HILTON NEW ORLEANS RIVERSIDE,2 POYDRAS ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,HILTON MANAGEMENT LLC,3683045.572,528712.8144,"(29.9477298559466, -90.0632882153656)"
CHATEAU LEMOYNE  ATTN: FINANCE DEPT:,301 DAUPHINE ST,B,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,HI CHAT-LEM INC,3681071.895,531801.4778,"(29.9562826427676, -90.0694123162999)"
THE PRYTANIA OAKS HOTEL,1618 PRYTANIA ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"THE PRYTANIA PARK HOTEL, LTD",3679403.822,524791.1908,"(29.9370571825833, -90.0749226396131)"
SOUTHERN COMFORT BED & BREAKFAST,1739 MARENGO ST,,NEW ORLEANS,LA,70115-4729,4703 - BED & BREAKFAST INNS,CYNTHIA L QUICK,3671983.043,521665.9617,"(29.928685818426, -90.0984568422355)"
MONTELEONE HOTEL,214 ROYAL ST,A,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"NEW HOTEL MONTELEONE,LLC",3681611.072,531183.8721,"(29.9545680720516, -90.0677313198674)"
STAY BRIDGE NEW ORLEANS,501 TCHOUPITOULAS ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"SB NOLA HOTEL OPCO, LLC",3681811.713,528981.9793,"(29.9485075157807, -90.0671746007679)"
FAIRFIELD INN & SUITES,346 BARONNE ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"NEW ORLEANS HOTEL MANAGEMENT, LLC",3680067.082,529922.5626,"(29.9511466974797, -90.0726504557239)"
AC HOTEL NEW ORLEANS BOURBON/FRENCH QUARTER AREA,221 CARONDELET ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"COTTON EXCHANGE INVESTMENT PROPERTIES,LLC",3680519.8,530366.1059,"(29.9523525883641, -90.0712055731135)"
PLACE D'ARMES HOTEL,625 ST ANN ST,,NEW ORLEANS,LA,70116-3212,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"HOTEL MANAGEMENT OF NEW ORLEANS, LLC",3682938.904,532682.7831,"(29.9586491729688, -90.0634860965598)"
COMFORT SUITES,7051 BULLARD AVE,,NEW ORLEANS,LA,70128-2307,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"TULSI HOSPITALITY, LLC",3714519.346,565770.8903,"(30.048628534129, -89.9625144153123)"
HILTON N O RIVERSIDE HOTEL,2 POYDRAS ST,2ND FL,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"INTERNATIONAL RIVERCENTER LESSEE, L.L.C.",3683045.572,528712.8144,"(29.9477298559466, -90.0632882153656)"
OAKVIEW BED & BREAKFAST,1172 CITY PARK AVE,,NEW ORLEANS,LA,70119,4703 - BED & BREAKFAST INNS,RUSSELL BOWIE,3673668.737,541386.0675,"(29.9828594861658, -90.092461296772)"
ECONOMY INN,8310 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70126,"4704 - TRAVELER ACCOMMODATION, ALL OTH",SEAVEN INCORPORATION,3706026.244,552970.7896,"(30.0137099157555, -89.9898317435476)"
STATELY HOME GUEST HOUSE,1247 ESPLANADE AVE,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,"STATELY HOME GUEST HOUSE,LLC",3682323.415,535838.932,"(29.9673462418768, -90.0653193590801)"
THE SAINT HOTEL,931 CANAL ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"CANAL STREET LODGING, LLC.",3680457.569,531370.476,"(29.9551161519605, -90.0713671394454)"
LA MAISON DE LA MUSIQUE,210 OLIVIER ST,,NEW ORLEANS,LA,70114,4703 - BED & BREAKFAST INNS,EDWARD & MARCIA STUBBS,3687256.385,531091.0023,"(29.9541400535753, -90.0499089480438)"
HENRY HOWARD HOTEL,2041 PRYTANIA ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"2041 OPS, LLC",3678226.503,523609.3485,"(29.9338430051227, -90.0786803588393)"
BEST WESTERN FRENCH QUARTER   LANDMARK HOTEL,920 N RAMPART ST,,NEW ORLEANS,LA,70116-3011,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,NORTH RAMPART CORP,3682008.163,534059.2526,"(29.9624623231638, -90.0663770715928)"
BUDGET INN EXPRESS,8542 CHEF MENTEUR HWY,,NEW ORLEANS,LA,70127-4038,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"JHAVERY, JITENDRA       JHAVERY, BHARATI",3707060.686,553179.5478,"(30.0142505299718, -89.9865557173739)"
CRESCENT PALMS MOTEL(HOTEL ACCT),3923 MARTIN LUTHER KING JR BLVD,,NEW ORLEANS,LA,70125,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"3923 MLK, LLC",3672271.103,529995.7568,"(29.9515815027577, -90.0972638366657)"
COUNTRY INN & SUITES,5801 READ BLVD,,NEW ORLEANS,LA,70127,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"ENTERPRISE VENTURES, INC",3711130.33,560962.8311,"(30.0355193458883, -89.9734059508498)"
MARAIS HOUSE,1123 MARAIS ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,MARAIS HOUSE,3681553.892,535351.3952,"(29.966029076082, -90.0677665258845)"
INTER - CONTINENTAL ROOMS,444 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,SWVP NEW ORLEANS LLC,3680823.648,529600.9823,"(29.9502395502587, -90.0702727910079)"
CHATEAU HOTEL,1001 CHARTRES ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,1001 CHARTRES STREET LLC,3683541.431,533241.8869,"(29.960168142689, -90.0615638793688)"
INTERNATIONAL HOUSE HOTEL,221 CAMP ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"INTERNATIONAL HOUSE, LLC",3681242.449,529949.8157,"(29.9511860242385, -90.0689382847115)"
NONI'S NOLA ON FRENCHMAN,726 FRENCHMEN ST,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,"R&B ON FRENCHMAN, LLC",3684659.788,535055.5687,"(29.965120965031, -90.0579686046821)"
ROYAL ST CHARLES HOTEL,135 ST CHARLES AVE,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,DH RSC MANAGEMENT LLC,3680949.942,530383.9713,"(29.9523886773915, -90.0698467587673)"
CREOLE HOUSE,1013 ST ANN ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"KFK ACQUISITIONS, LLC",3681848.932,533510.0128,"(29.9609569415225, -90.0668990679786)"
DEGAS HOUSE,2306 ESPLANADE AVE,,NEW ORLEANS,LA,70119,4703 - BED & BREAKFAST INNS,"THE DEGAS HOUSE, LLC",3679158.273,538070.8584,"(29.9735792044608, -90.0752375350751)"
TERRELL HOUSE,1441 MAGAZINE ST,,NEW ORLEANS,LA,70130,4703 - BED & BREAKFAST INNS,"O'BRIEN TERRELL HOUSE, LLC",3680239.959,524166.0154,"(29.9353128806252, -90.0723046318246)"
ASTOR CROWN PLAZA NEW ORLEANS ATTN: DIR. OF FIN.,739 CANAL ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,MERRITT HOSPITALITY LLC,3681011.371,530920.6984,"(29.953862633153, -90.0696341031303)"
1896 O'MALLEY HOUSE,120 S PIERCE ST,,NEW ORLEANS,LA,70119-6033,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,WATTS LARRY,3671392.882,537869.3479,"(29.9732572735325, -90.0997691963093)"
1415 CREOLE GARDENS,1415 PRYTANIA ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"CREOLE GARDENS,LLC",3679696.828,525413.5063,"(29.9387594926698, -90.0739760103387)"
SONIAT HOUSE,1133 CHARTRES ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"SONIAT HOUSE INC        DERKS, GERALD",3683864.354,533630.2874,"(29.9612262519371, -90.0605305332607)"
PARKVIEW GUEST HOUSE,7004 ST CHARLES AVE,,NEW ORLEANS,LA,70118,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,PARKVIEW INN LLC,3663296.786,524243.8191,"(29.9360286576526, -90.1257919179354)"
FRENCH QUARTER SUITES,1119 N RAMPART ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,MILLER BLAKE,3682331.769,534701.6324,"(29.9642188047582, -90.0653327198382)"
JEAN LAFITTE HOUSE,613 ESPLANADE AVE,,NEW ORLEANS,LA,70116-2018,"4704 - TRAVELER ACCOMMODATION, ALL OTH",JEAN LAFITTE HOUSE OWNERASSOCIATION,3684273.404,534314.6646,"(29.963095553633, -90.0592147991196)"
MARIE LAVAEAU GUEST HOUSE,1024 ST ANN ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"KFK ACQUISTIONS, LLC",3681728.563,533526.476,"(29.9610058673208, -90.0672785969097)"
HISTORIC URSULINES COTTAGE,1520 URSULINES AVE,,NEW ORLEANS,LA,70116,4703 - BED & BREAKFAST INNS,BENJAMMIN SHANE HARWOOD,3681047.189,535442.02,"(29.9662936417766, -90.069363521883)"
AUDUBON PARK HOUSE,6022 PITT ST,,NEW ORLEANS,LA,70118,4703 - BED & BREAKFAST INNS,MARTIN BARBARA L,3665083.629,521135.1979,"(29.9274290352594, -90.1202546863536)"
ELYSAIN FIELDS INN,930 ELYSIAN FIELDS AVE,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,"ELYSAIN FIELDS INN, INC",3684957.628,535828.8997,"(29.9672382387658, -90.0570008404182)"
LOFT 523,523 GRAVIER ST,,NEW ORLEANS,LA,70130-2701,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"INTERNATIONAL HOUSE, LLC",3681471.579,529830.6899,"(29.95085151408, -90.0682189596129)"
CANAL STREET INN,3620 CANAL ST,,NEW ORLEANS,LA,70119,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,CANAL STREET INN,3672371.725,537235.8133,"(29.9714862557268, -90.0966993991387)"
LOEWS NEW ORLEANS HOTEL,300 POYDRAS ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"IA LODGING NEW ORLEANS TRS, L.L.C.",3682130.824,528855.1993,"(29.9481492137136, -90.066171462474)"
ENTROPY ROOMS,300 S JEFFERSON DAVIS PKWY,,NEW ORLEANS,LA,70119-6232,4702 - ROOMING & BOARDING HOUSES,ENTROPY ENTERPRISES,3672825.833,535970.1486,"(29.9679926212517, -90.0953084444741)"
CHIMES BED & BREAKFAST (THE),1146 CONSTANTINOPLE ST,,NEW ORLEANS,LA,70115,4703 - BED & BREAKFAST INNS,ABBYAD JILL             ABBYAD CHARLES,3672388.888,519896.4287,"(29.9238081372383, -90.097235933889)"
CATAHOULA HOTEL LLC,914 UNION ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,KEELY WILLIAMS/ANDREW BROOKS,3679905.222,530137.807,"(29.9517434429462, -90.0731540555158)"
LIONS INN,2517 CHARTRES ST,,NEW ORLEANS,LA,70117,4703 - BED & BREAKFAST INNS,"LIONS INN BED & BREAKFAST NEW ORLEANS, LLC",3686426.525,534639.9346,"(29.963923926526, -90.0524040334696)"
HOTEL LE MARAIS,717 CONTI ST,,NEW ORLEANS,LA,70130,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"717 CONTI, LLC",3681763.435,531723.1798,"(29.9560463572393, -90.0672313980382)"
ROYAL BARRACKS GUEST HOUSE,717 BARRACKS ST,,NEW ORLEANS,LA,70116,4702 - ROOMING & BOARDING HOUSES,ROYAL BARRACKS GUEST HOUSE INC,3683773.916,534314.9651,"(29.9631116423374, -90.0607921087349)"
FESTIVA RESORTS,519 FRENCHMEN ST,,NEW ORLEANS,LA,70116,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,NEW ORLEANS TIME SHARE LLC,3684789.484,534323.4799,"(29.9631040034846, -90.0575847720349)"
2036-38 IBERVILLE,2036-38 IBERVILLE ST,,NEW ORLEANS,LA,70112,4701 - HOTELS (EXC CASINO HOTELS) & MOTELS,"2036-38 IBERVILLE,LLC",,,
